TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
UTA,UTA vs. SAS,05/05/2021,W,48,126,49,88,55.7,18,41,43.9,10,14,71.4,7,46,53,24,18,5,2,20,32
,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI @ HOU,05/05/2021,W,48,135,50,94,53.2,15,35,42.9,20,22,90.9,11,36,47,26,10,10,6,16,20
MIN,MIN vs. MEM,05/05/2021,L,48,135,49,94,52.1,19,39,48.7,18,22,81.8,12,29,41,32,14,7,5,22,-4
MEM,MEM @ MIN,05/05/2021,W,48,139,52,97,53.6,14,29,48.3,21,28,75.0,12,34,46,30,14,6,4,19,4
SAS,SAS @ UTA,05/05/2021,L,48,94,37,92,40.2,7,23,30.4,13,20,65.0,9,26,35,22,7,7,5,13,-32
BKN,BKN @ MIL,05/04/2021,L,48,118,41,84,48.8,20,43,46.5,16,26,61.5,6,33,39,21,13,6,6,25,-6
GSW,GSW @ NOP,05/04/2021,L,48,103,39,93,41.9,20,53,37.7,5,7,71.4,8,40,48,22,18,7,9,17,-5
MIL,MIL vs. BKN,05/04/2021,W,48,124,44,98,44.9,14,37,37.8,22,27,81.5,15,40,55,23,13,7,3,21,6
TOR,TOR @ LAC,05/04/2021,L,48,100,40,87,46.0,12,35,34.3,8,13,61.5,7,30,37,22,12,10,3,15,-5
NOP,NOP vs. GSW,05/04/2021,W,48,108,39,97,40.2,12,30,40.0,18,22,81.8,14,43,57,28,12,10,3,9,5
LAC,LAC vs. TOR,05/04/2021,W,48,105,39,75,52.0,15,34,44.1,12,13,92.3,4,38,42,28,18,7,5,14,5
CHA,CHA @ DET,05/04/2021,W,48,102,38,93,40.9,8,31,25.8,18,24,75.0,16,35,51,23,8,8,5,23,3
OKC,OKC vs. SAC,05/04/2021,L,48,99,35,98,35.7,11,36,30.6,18,25,72.0,17,40,57,21,10,5,4,14,-4
SAC,SAC @ OKC,05/04/2021,W,48,103,39,95,41.1,12,43,27.9,13,16,81.3,9,40,49,25,12,6,10,19,4
DAL,DAL @ MIA,05/04/2021,W,48,127,46,87,52.9,22,48,45.8,13,18,72.2,12,32,44,26,13,6,4,17,14
PHX,PHX @ CLE,05/04/2021,W,53,134,55,105,52.4,12,31,38.7,12,13,92.3,12,36,48,35,7,10,11,26,16
CLE,CLE vs. PHX,05/04/2021,L,53,118,41,90,45.6,13,29,44.8,23,27,85.2,9,33,42,29,18,3,3,13,-16
DET,DET vs. CHA,05/04/2021,L,48,99,39,85,45.9,9,32,28.1,12,20,60.0,10,36,46,21,13,3,3,21,-3
MIA,MIA vs. DAL,05/04/2021,L,48,113,39,84,46.4,18,41,43.9,17,21,81.0,8,31,39,30,12,9,2,17,-14
UTA,UTA vs. SAS,05/03/2021,W,48,110,44,88,50.0,11,36,30.6,11,16,68.8,14,36,50,22,16,10,5,11,11
PHI,PHI @ CHI,05/03/2021,W,48,106,40,75,53.3,11,28,39.3,15,21,71.4,7,37,44,23,18,11,6,13,12
ATL,ATL vs. POR,05/03/2021,W,48,123,44,84,52.4,20,41,48.8,15,18,83.3,5,44,49,32,11,6,3,18,9
ORL,ORL @ DET,05/03/2021,W,48,119,45,88,51.1,10,23,43.5,19,25,76.0,9,39,48,27,11,6,3,18,7
LAL,LAL vs. DEN,05/03/2021,W,48,93,32,73,43.8,13,30,43.3,16,23,69.6,7,36,43,18,20,5,8,20,4
NYK,NYK @ MEM,05/03/2021,W,48,118,45,89,50.6,14,27,51.9,14,18,77.8,8,37,45,19,10,6,8,21,14
IND,IND @ WAS,05/03/2021,L,48,141,53,107,49.5,14,27,51.9,21,25,84.0,14,31,45,28,17,8,6,17,-13
GSW,GSW @ NOP,05/03/2021,W,48,123,47,88,53.4,17,44,38.6,12,14,85.7,5,33,38,31,15,9,8,28,15
DEN,DEN @ LAL,05/03/2021,L,48,89,36,82,43.9,6,24,25.0,11,16,68.8,6,35,41,22,13,10,7,24,-4
DET,DET vs. ORL,05/03/2021,L,48,112,44,93,47.3,11,35,31.4,13,18,72.2,12,30,42,24,11,8,4,19,-7
POR,POR @ ATL,05/03/2021,L,48,114,43,95,45.3,17,41,41.5,11,14,78.6,8,31,39,25,8,7,4,15,-9
SAS,SAS @ UTA,05/03/2021,L,48,99,42,90,46.7,5,18,27.8,10,10,100,8,29,37,25,13,10,4,13,-11
NOP,NOP vs. GSW,05/03/2021,L,48,108,39,90,43.3,5,25,20.0,25,32,78.1,13,34,47,20,17,6,4,8,-15
CHI,CHI vs. PHI,05/03/2021,L,48,94,36,87,41.4,11,34,32.4,11,14,78.6,12,28,40,25,15,7,2,15,-12
MEM,MEM vs. NYK,05/03/2021,L,48,104,34,86,39.5,16,41,39.0,20,24,83.3,13,33,46,26,12,7,4,14,-14
WAS,WAS vs. IND,05/03/2021,W,48,154,63,103,61.2,9,22,40.9,19,24,79.2,9,35,44,50,17,10,7,19,13
TOR,TOR @ LAL,05/02/2021,W,48,121,42,94,44.7,15,38,39.5,22,31,71.0,13,36,49,24,13,11,4,23,7
HOU,HOU vs. NYK,05/02/2021,L,48,97,34,79,43.0,8,35,22.9,21,32,65.6,14,33,47,19,18,6,5,18,-25
PHX,PHX @ OKC,05/02/2021,W,48,123,45,84,53.6,12,31,38.7,21,27,77.8,8,31,39,27,11,9,7,17,3
MIL,MIL vs. BKN,05/02/2021,W,48,117,48,98,49.0,15,37,40.5,6,12,50.0,8,37,45,19,10,9,11,18,3
PHI,PHI @ SAS,05/02/2021,W,53,113,42,94,44.7,11,30,36.7,18,25,72.0,13,36,49,23,13,7,9,19,2
POR,POR @ BOS,05/02/2021,W,48,129,44,85,51.8,19,38,50.0,22,26,84.6,3,33,36,27,10,8,5,18,10
MIA,MIA @ CHA,05/02/2021,W,48,121,45,88,51.1,11,38,28.9,20,27,74.1,11,31,42,30,11,10,6,22,10
SAS,SAS vs. PHI,05/02/2021,L,53,111,43,96,44.8,12,31,38.7,13,17,76.5,10,38,48,20,14,9,5,25,-2
BKN,BKN @ MIL,05/02/2021,L,48,114,41,96,42.7,17,42,40.5,15,17,88.2,14,39,53,18,16,5,1,11,-3
OKC,OKC vs. PHX,05/02/2021,L,48,120,45,92,48.9,13,30,43.3,17,24,70.8,17,30,47,23,15,7,3,22,-3
LAL,LAL vs. TOR,05/02/2021,L,48,114,41,85,48.2,11,29,37.9,21,31,67.7,7,37,44,32,14,7,6,22,-7
NYK,NYK @ HOU,05/02/2021,W,48,122,45,86,52.3,18,35,51.4,14,16,87.5,6,32,38,22,13,10,1,21,25
CHA,CHA vs. MIA,05/02/2021,L,48,111,40,81,49.4,14,33,42.4,17,22,77.3,8,31,39,30,15,9,1,20,-10
BOS,BOS vs. POR,05/02/2021,L,48,119,43,89,48.3,20,39,51.3,13,15,86.7,10,35,45,29,18,3,6,21,-10
SAC,SAC @ DAL,05/02/2021,W,48,111,45,81,55.6,11,28,39.3,10,16,62.5,8,30,38,27,20,9,1,26,12
DAL,DAL vs. SAC,05/02/2021,L,48,99,34,81,42.0,6,35,17.1,25,31,80.6,13,27,40,16,17,12,4,16,-12
,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA vs. DET,05/01/2021,W,48,107,42,87,48.3,14,37,37.8,9,20,45.0,14,40,54,24,14,8,15,16,13
ATL,ATL vs. CHI,05/01/2021,W,48,108,37,74,50.0,14,36,38.9,20,26,76.9,6,38,44,19,15,11,5,21,11
DEN,DEN @ LAC,05/01/2021,W,48,110,39,80,48.8,12,32,37.5,20,21,95.2,8,36,44,26,11,2,4,23,6
NOP,NOP @ MIN,05/01/2021,W,53,140,47,92,51.1,14,36,38.9,32,46,69.6,14,38,52,34,21,8,5,20,4
UTA,UTA vs. TOR,05/01/2021,W,48,106,37,78,47.4,17,41,41.5,15,18,83.3,9,40,49,20,21,3,3,15,4
DAL,DAL vs. WAS,05/01/2021,W,48,125,47,87,54.0,17,38,44.7,14,22,63.6,7,29,36,31,11,6,4,25,1
ORL,ORL vs. MEM,05/01/2021,W,48,112,38,85,44.7,11,25,44.0,25,28,89.3,6,31,37,20,11,10,5,17,1
OKC,OKC vs. IND,05/01/2021,L,48,95,38,111,34.2,8,38,21.1,11,23,47.8,21,27,48,23,14,8,4,15,-57
MEM,MEM @ ORL,05/01/2021,L,48,111,44,96,45.8,10,29,34.5,13,21,61.9,17,38,55,21,17,6,10,20,-1
WAS,WAS @ DAL,05/01/2021,L,48,124,47,91,51.6,6,19,31.6,24,31,77.4,14,32,46,19,11,5,3,23,-1
IND,IND @ OKC,05/01/2021,W,48,152,57,87,65.5,21,33,63.6,17,22,77.3,3,50,53,41,17,7,11,22,57
TOR,TOR @ UTA,05/01/2021,L,48,102,42,94,44.7,12,33,36.4,6,9,66.7,11,28,39,26,10,12,3,15,-4
MIN,MIN vs. NOP,05/01/2021,L,53,136,48,106,45.3,15,48,31.3,25,32,78.1,13,38,51,35,16,17,5,30,-4
LAC,LAC vs. DEN,05/01/2021,L,48,104,36,83,43.4,14,34,41.2,18,24,75.0,10,29,39,21,6,8,3,19,-6
CHI,CHI @ ATL,05/01/2021,L,48,97,40,85,47.1,6,24,25.0,11,17,64.7,8,31,39,22,13,11,0,22,-11
DET,DET @ CHA,05/01/2021,L,48,94,35,91,38.5,13,37,35.1,11,17,64.7,12,31,43,27,13,6,7,16,-13
CLE,CLE vs. MIA,05/01/2021,L,48,107,37,74,50.0,20,40,50.0,13,17,76.5,9,30,39,30,19,3,4,17,-17
HOU,HOU vs. GSW,05/01/2021,L,48,87,32,89,36.0,9,42,21.4,14,22,63.6,10,39,49,20,20,9,3,18,-26
MIA,MIA @ CLE,05/01/2021,W,48,124,47,87,54.0,18,36,50.0,12,15,80.0,10,27,37,30,8,12,1,16,17
GSW,GSW @ HOU,05/01/2021,W,48,113,39,84,46.4,18,46,39.1,17,24,70.8,4,46,50,32,17,10,8,18,26
MEM,MEM vs. ORL,04/30/2021,W,48,92,34,99,34.3,11,39,28.2,13,16,81.3,15,42,57,25,9,10,8,15,17
CLE,CLE vs. WAS,04/30/2021,L,48,93,34,82,41.5,7,33,21.2,18,28,64.3,14,32,46,19,25,6,4,17,-29
PHI,PHI vs. ATL,04/30/2021,W,48,126,47,101,46.5,10,28,35.7,22,26,84.6,18,32,50,27,9,8,6,21,22
BOS,BOS vs. SAS,04/30/2021,W,53,143,49,105,46.7,18,38,47.4,27,36,75.0,17,35,52,31,13,7,7,26,3
BKN,BKN vs. POR,04/30/2021,L,48,109,40,95,42.1,13,41,31.7,16,19,84.2,11,31,42,20,8,6,3,18,-19
WAS,WAS @ CLE,04/30/2021,W,48,122,46,92,50.0,8,18,44.4,22,26,84.6,11,35,46,31,14,14,3,19,29
SAS,SAS @ BOS,04/30/2021,L,53,140,49,92,53.3,11,24,45.8,31,38,81.6,8,35,43,29,11,6,1,27,-3
SAC,SAC @ LAL,04/30/2021,W,48,110,39,86,45.3,12,33,36.4,20,22,90.9,11,26,37,29,17,10,3,16,4
POR,POR @ BKN,04/30/2021,W,48,128,47,91,51.6,16,36,44.4,18,20,90.0,8,42,50,24,10,3,2,17,19
CHI,CHI vs. MIL,04/30/2021,L,48,98,37,96,38.5,10,33,30.3,14,21,66.7,14,36,50,23,10,5,5,18,-10
UTA,UTA @ PHX,04/30/2021,L,48,100,35,80,43.8,14,39,35.9,16,18,88.9,8,28,36,22,14,8,5,17,-21
ATL,ATL @ PHI,04/30/2021,L,48,104,36,82,43.9,10,28,35.7,22,28,78.6,12,34,46,19,18,3,8,23,-22
LAL,LAL vs. SAC,04/30/2021,L,48,106,42,83,50.6,7,28,25.0,15,21,71.4,11,32,43,24,21,9,12,17,-4
MIL,MIL @ CHI,04/30/2021,W,48,108,42,90,46.7,9,25,36.0,15,20,75.0,8,43,51,24,11,5,5,19,10
ORL,ORL @ MEM,04/30/2021,L,48,75,27,86,31.4,6,26,23.1,15,20,75.0,12,44,56,16,20,4,6,19,-17
PHX,PHX vs. UTA,04/30/2021,W,48,121,48,88,54.5,11,33,33.3,14,19,73.7,8,36,44,27,11,7,7,14,21
BKN,BKN @ IND,04/29/2021,W,48,130,47,89,52.8,12,35,34.3,24,28,85.7,8,42,50,35,14,3,5,19,17
OKC,OKC vs. NOP,04/29/2021,L,48,95,34,89,38.2,11,39,28.2,16,20,80.0,12,41,53,18,22,6,4,21,-14
MIN,MIN vs. GSW,04/29/2021,W,48,126,43,94,45.7,20,41,48.8,20,29,69.0,16,41,57,31,14,5,2,21,12
IND,IND vs. BKN,04/29/2021,L,48,113,41,96,42.7,11,39,28.2,20,21,95.2,7,31,38,23,10,8,6,23,-17
MIL,MIL @ HOU,04/29/2021,L,48,136,49,93,52.7,16,39,41.0,22,25,88.0,8,30,38,27,14,12,5,21,-7
HOU,HOU vs. MIL,04/29/2021,W,48,143,49,98,50.0,25,46,54.3,20,24,83.3,16,36,52,23,18,6,6,23,7
DAL,DAL @ DET,04/29/2021,W,48,115,40,89,44.9,13,30,43.3,22,23,95.7,8,27,35,22,12,6,2,20,10
DET,DET vs. DAL,04/29/2021,L,48,105,36,71,50.7,10,29,34.5,23,34,67.6,3,36,39,26,18,7,5,23,-10
DEN,DEN vs. TOR,04/29/2021,W,48,121,44,93,47.3,12,35,34.3,21,26,80.8,14,33,47,22,11,6,7,16,10
GSW,GSW @ MIN,04/29/2021,L,48,114,42,85,49.4,15,38,39.5,15,21,71.4,4,30,34,28,10,10,7,21,-12
NOP,NOP @ OKC,04/29/2021,W,48,109,45,101,44.6,5,29,17.2,14,19,73.7,15,41,56,26,12,11,6,22,14
TOR,TOR @ DEN,04/29/2021,L,48,111,40,83,48.2,16,32,50.0,15,18,83.3,7,29,36,27,16,10,6,19,-10
MEM,MEM vs. POR,04/28/2021,L,48,109,37,88,42.0,9,32,28.1,26,30,86.7,8,36,44,26,11,7,6,21,-21
DEN,DEN vs. NOP,04/28/2021,W,48,114,43,85,50.6,10,32,31.3,18,23,78.3,3,35,38,26,18,14,8,17,2
,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI @ NYK,04/28/2021,L,48,94,39,85,45.9,10,29,34.5,6,10,60.0,7,36,43,29,14,2,4,12,-19
LAC,LAC @ PHX,04/28/2021,L,48,101,41,80,51.3,12,31,38.7,7,9,77.8,5,31,36,24,15,8,0,16,-8
WAS,WAS vs. LAL,04/28/2021,W,48,116,47,90,52.2,6,18,33.3,16,21,76.2,10,40,50,24,14,6,4,20,9
POR,POR @ MEM,04/28/2021,W,48,130,45,92,48.9,15,40,37.5,25,28,89.3,11,40,51,23,10,7,6,20,21
PHI,PHI vs. ATL,04/28/2021,W,48,127,48,89,53.9,16,36,44.4,15,22,68.2,11,35,46,29,8,12,10,22,44
BOS,BOS vs. CHA,04/28/2021,W,48,120,44,92,47.8,15,40,37.5,17,22,77.3,19,35,54,26,14,9,8,24,9
NYK,NYK vs. CHI,04/28/2021,W,48,113,42,91,46.2,12,27,44.4,17,19,89.5,9,32,41,27,4,10,9,16,19
MIA,MIA vs. SAS,04/28/2021,W,48,116,43,85,50.6,9,25,36.0,21,24,87.5,10,38,48,26,13,4,1,23,5
SAC,SAC vs. UTA,04/28/2021,L,48,105,42,87,48.3,7,21,33.3,14,17,82.4,3,21,24,24,13,8,6,19,-49
PHX,PHX vs. LAC,04/28/2021,W,48,109,43,91,47.3,13,37,35.1,10,13,76.9,15,30,45,23,10,9,4,11,8
SAS,SAS @ MIA,04/28/2021,L,48,111,41,88,46.6,10,32,31.3,19,24,79.2,7,33,40,26,9,6,3,20,-5
ATL,ATL @ PHI,04/28/2021,L,48,83,27,81,33.3,6,19,31.6,23,29,79.3,17,30,47,17,15,3,3,18,-44
LAL,LAL @ WAS,04/28/2021,L,48,107,42,96,43.8,10,34,29.4,13,21,61.9,13,28,41,31,10,10,8,20,-9
ORL,ORL @ CLE,04/28/2021,W,48,109,43,85,50.6,10,29,34.5,13,20,65.0,9,40,49,26,15,9,7,21,5
CHA,CHA @ BOS,04/28/2021,L,48,111,37,87,42.5,13,35,37.1,24,32,75.0,11,22,33,29,11,7,5,18,-9
CLE,CLE vs. ORL,04/28/2021,L,48,104,37,92,40.2,12,44,27.3,18,24,75.0,13,32,45,30,13,12,3,15,-5
UTA,UTA @ SAC,04/28/2021,W,48,154,55,86,64.0,24,41,58.5,20,21,95.2,8,39,47,36,14,4,9,15,49
NOP,NOP @ DEN,04/28/2021,L,48,112,43,87,49.4,12,30,40.0,14,19,73.7,6,36,42,27,21,13,5,24,-2
POR,POR @ IND,04/27/2021,W,48,133,50,106,47.2,20,35,57.1,13,16,81.3,20,37,57,26,13,6,5,19,21
HOU,HOU vs. MIN,04/27/2021,L,48,107,42,86,48.8,7,31,22.6,16,22,72.7,8,37,45,24,17,9,4,22,-7
BOS,BOS vs. OKC,04/27/2021,L,48,115,41,97,42.3,11,49,22.4,22,25,88.0,8,31,39,21,14,16,7,26,-4
TOR,TOR vs. BKN,04/27/2021,L,48,103,36,91,39.6,15,43,34.9,16,19,84.2,15,32,47,24,13,5,3,19,-13
OKC,OKC @ BOS,04/27/2021,W,48,119,39,81,48.1,13,30,43.3,28,36,77.8,10,41,51,25,27,5,3,24,4
DAL,DAL @ GSW,04/27/2021,W,48,133,48,92,52.2,18,35,51.4,19,22,86.4,9,41,50,21,13,9,4,19,30
MIL,MIL @ CHA,04/27/2021,W,48,114,47,93,50.5,9,35,25.7,11,14,78.6,9,39,48,28,15,13,3,24,10
GSW,GSW vs. DAL,04/27/2021,L,48,103,34,84,40.5,16,43,37.2,19,24,79.2,10,33,43,25,18,11,5,18,-30
BKN,BKN @ TOR,04/27/2021,W,48,116,40,83,48.2,18,45,40.0,18,18,100,7,34,41,30,11,9,6,20,13
CHA,CHA vs. MIL,04/27/2021,L,48,104,38,82,46.3,12,35,34.3,16,23,69.6,7,31,38,26,18,6,7,17,-10
MIN,MIN @ HOU,04/27/2021,W,48,114,45,93,48.4,10,38,26.3,14,25,56.0,12,36,48,29,14,10,6,20,7
IND,IND vs. POR,04/27/2021,L,48,112,40,86,46.5,10,30,33.3,22,28,78.6,7,31,38,25,13,6,12,17,-21
CHI,CHI @ MIA,04/26/2021,W,48,110,41,77,53.2,11,29,37.9,17,22,77.3,9,42,51,33,18,3,4,21,8
UTA,UTA @ MIN,04/26/2021,L,48,104,37,95,38.9,16,57,28.1,14,19,73.7,16,33,49,24,11,9,6,18,-1
MIN,MIN vs. UTA,04/26/2021,W,48,105,37,83,44.6,16,44,36.4,15,21,71.4,8,40,48,29,16,7,4,21,1
DET,DET vs. ATL,04/26/2021,W,48,100,40,84,47.6,9,26,34.6,11,15,73.3,8,39,47,22,14,9,8,16,14
SAS,SAS @ WAS,04/26/2021,W,53,146,55,103,53.4,6,17,35.3,30,35,85.7,13,31,44,27,6,6,1,21,3
ORL,ORL vs. LAL,04/26/2021,L,48,103,36,76,47.4,11,25,44.0,20,24,83.3,4,24,28,16,11,5,3,18,-11
SAC,SAC vs. DAL,04/26/2021,W,48,113,42,81,51.9,13,29,44.8,16,18,88.9,11,35,46,23,18,6,4,15,7
ATL,ATL @ DET,04/26/2021,L,48,86,33,85,38.8,4,27,14.8,16,17,94.1,9,36,45,19,16,10,4,17,-14
PHI,PHI vs. OKC,04/26/2021,W,48,121,47,86,54.7,14,31,45.2,13,18,72.2,10,31,41,27,21,22,7,19,31
MIA,MIA vs. CHI,04/26/2021,L,48,102,36,84,42.9,7,36,19.4,23,25,92.0,6,28,34,18,6,13,4,19,-8
MEM,MEM @ DEN,04/26/2021,L,48,96,34,81,42.0,4,32,12.5,24,31,77.4,6,39,45,20,16,8,6,22,-24
PHX,PHX @ NYK,04/26/2021,W,48,118,45,83,54.2,14,34,41.2,14,17,82.4,5,32,37,23,12,5,6,13,8
LAL,LAL @ ORL,04/26/2021,W,48,114,47,87,54.0,11,31,35.5,9,14,64.3,9,35,44,23,12,8,5,18,11
NYK,NYK vs. PHX,04/26/2021,L,48,110,45,87,51.7,12,29,41.4,8,10,80.0,6,29,35,24,11,6,1,19,-8
CLE,CLE @ TOR,04/26/2021,L,48,96,36,83,43.4,10,38,26.3,14,16,87.5,9,28,37,25,14,6,3,16,-16
DEN,DEN vs. MEM,04/26/2021,W,48,120,45,94,47.9,11,33,33.3,19,22,86.4,8,40,48,25,11,8,3,20,24
LAC,LAC @ NOP,04/26/2021,L,48,103,36,90,40.0,14,45,31.1,17,17,100,13,31,44,20,19,5,5,23,-17
DAL,DAL @ SAC,04/26/2021,L,48,106,43,92,46.7,12,42,28.6,8,14,57.1,14,26,40,24,10,9,2,15,-7
NOP,NOP vs. LAC,04/26/2021,W,48,120,44,82,53.7,15,29,51.7,17,26,65.4,8,36,44,28,16,13,5,18,17
TOR,TOR vs. CLE,04/26/2021,W,48,112,43,79,54.4,8,29,27.6,18,20,90.0,5,35,40,32,13,7,5,19,16
,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS vs. SAS,04/26/2021,L,53,143,58,109,53.2,6,20,30.0,21,25,84.0,18,32,50,26,8,4,8,23,-3
OKC,OKC @ PHI,04/26/2021,L,48,90,35,78,44.9,7,30,23.3,13,23,56.5,11,27,38,21,30,11,1,16,-31
CHA,CHA vs. BOS,04/25/2021,W,48,125,47,93,50.5,21,43,48.8,10,11,90.9,10,36,46,39,11,7,8,21,21
GSW,GSW vs. SAC,04/25/2021,W,48,117,46,95,48.4,14,36,38.9,11,15,73.3,17,36,53,30,17,5,3,16,4
CLE,CLE @ WAS,04/25/2021,L,48,110,40,78,51.3,10,27,37.0,20,25,80.0,10,27,37,28,19,5,4,25,-9
BOS,BOS @ CHA,04/25/2021,L,48,104,34,88,38.6,14,41,34.1,22,26,84.6,11,30,41,18,13,6,2,13,-21
ATL,ATL vs. MIL,04/25/2021,W,48,111,40,88,45.5,13,35,37.1,18,23,78.3,5,39,44,23,10,6,1,20,7
POR,POR vs. MEM,04/25/2021,L,48,113,39,105,37.1,14,38,36.8,21,25,84.0,15,38,53,21,11,11,6,22,-7
IND,IND @ ORL,04/25/2021,W,48,131,50,91,54.9,15,32,46.9,16,18,88.9,5,43,48,28,13,3,5,20,19
MIL,MIL @ ATL,04/25/2021,L,48,104,39,81,48.1,8,28,28.6,18,23,78.3,4,37,41,20,12,6,6,18,-7
WAS,WAS vs. CLE,04/25/2021,W,48,119,43,89,48.3,12,31,38.7,21,26,80.8,10,26,36,25,10,11,6,21,9
PHX,PHX @ BKN,04/25/2021,L,48,119,43,90,47.8,12,34,35.3,21,25,84.0,15,28,43,22,12,5,3,24,-9
MEM,MEM @ POR,04/25/2021,W,48,120,42,91,46.2,12,23,52.2,24,28,85.7,8,46,54,22,15,9,7,22,7
ORL,ORL vs. IND,04/25/2021,L,48,112,40,101,39.6,10,32,31.3,22,28,78.6,15,36,51,22,7,9,3,14,-19
BKN,BKN vs. PHX,04/25/2021,W,48,128,46,87,52.9,13,28,46.4,23,27,85.2,11,33,44,30,11,6,4,17,9
SAC,SAC @ GSW,04/25/2021,L,48,113,41,86,47.7,14,37,37.8,17,22,77.3,6,31,37,22,11,8,5,15,-4
PHI,PHI @ MIL,04/24/2021,L,48,94,31,82,37.8,7,31,22.6,25,34,73.5,10,31,41,15,17,11,4,20,-38
UTA,UTA vs. MIN,04/24/2021,L,48,96,33,82,40.2,19,47,40.4,11,15,73.3,9,36,45,24,20,9,5,21,-5
MIA,MIA vs. CHI,04/24/2021,W,48,106,36,80,45.0,14,37,37.8,20,24,83.3,6,31,37,22,13,11,2,12,5
HOU,HOU @ DEN,04/24/2021,L,48,116,41,82,50.0,15,40,37.5,19,28,67.9,6,29,35,27,16,10,1,16,-13
MIN,MIN @ UTA,04/24/2021,W,48,101,40,92,43.5,9,38,23.7,12,20,60.0,11,36,47,15,14,13,2,19,5
MIL,MIL vs. PHI,04/24/2021,W,48,132,49,95,51.6,18,40,45.0,16,24,66.7,16,39,55,33,16,10,4,28,38
DEN,DEN vs. HOU,04/24/2021,W,48,129,50,84,59.5,16,37,43.2,13,16,81.3,1,35,36,36,15,8,8,22,13
NYK,NYK vs. TOR,04/24/2021,W,48,120,42,75,56.0,16,31,51.6,20,24,83.3,5,39,44,20,15,4,4,17,17
TOR,TOR @ NYK,04/24/2021,L,48,103,36,83,43.4,17,44,38.6,14,19,73.7,5,28,33,31,7,6,3,19,-17
SAS,SAS @ NOP,04/24/2021,W,48,110,37,85,43.5,9,31,29.0,27,32,84.4,9,37,46,22,17,9,8,23,2
NOP,NOP vs. SAS,04/24/2021,L,48,108,41,87,47.1,9,22,40.9,17,32,53.1,10,38,48,20,20,12,1,24,-2
IND,IND vs. DET,04/24/2021,W,48,115,40,96,41.7,10,32,31.3,25,35,71.4,9,30,39,28,5,10,9,21,6
DET,DET @ IND,04/24/2021,L,48,109,39,96,40.6,10,34,29.4,21,26,80.8,15,47,62,26,18,3,7,25,-6
CHI,CHI @ MIA,04/24/2021,L,48,101,38,79,48.1,13,38,34.2,12,13,92.3,6,36,42,28,18,7,2,20,-5
DAL,DAL vs. LAL,04/24/2021,W,48,108,38,78,48.7,13,30,43.3,19,25,76.0,10,41,51,26,18,3,2,17,15
LAL,LAL @ DAL,04/24/2021,L,48,93,33,86,38.4,12,45,26.7,15,19,78.9,6,30,36,22,9,11,4,22,-15
MEM,MEM @ POR,04/23/2021,W,48,130,52,98,53.1,9,30,30.0,17,22,77.3,8,31,39,33,9,7,5,21,2
DEN,DEN @ GSW,04/23/2021,L,48,97,34,88,38.6,13,46,28.3,16,20,80.0,6,30,36,26,9,9,7,14,-21
BOS,BOS @ BKN,04/23/2021,L,48,104,38,94,40.4,17,42,40.5,11,16,68.8,15,39,54,21,19,6,6,20,-5
GSW,GSW vs. DEN,04/23/2021,W,48,118,45,84,53.6,15,39,38.5,13,18,72.2,7,45,52,40,15,8,4,15,21
ATL,ATL vs. MIA,04/23/2021,W,48,118,43,80,53.8,15,35,42.9,17,19,89.5,8,30,38,24,14,12,2,17,15
HOU,HOU vs. LAC,04/23/2021,L,48,104,36,89,40.4,13,42,31.0,19,22,86.4,9,38,47,24,14,7,5,19,-5
CLE,CLE @ CHA,04/23/2021,L,48,102,41,80,51.3,10,30,33.3,10,14,71.4,11,36,47,27,17,4,1,20,-6
MIA,MIA @ ATL,04/23/2021,L,48,103,38,79,48.1,13,37,35.1,14,16,87.5,6,24,30,24,13,10,5,18,-15
POR,POR vs. MEM,04/23/2021,L,48,128,46,96,47.9,14,35,40.0,22,27,81.5,14,36,50,28,12,6,3,20,-2
WAS,WAS @ OKC,04/23/2021,W,48,129,48,93,51.6,18,32,56.3,15,16,93.8,12,38,50,25,20,7,7,23,20
CHA,CHA vs. CLE,04/23/2021,W,48,108,40,94,42.6,14,40,35.0,14,18,77.8,15,23,38,26,5,7,1,16,6
BKN,BKN vs. BOS,04/23/2021,W,48,109,37,86,43.0,11,32,34.4,24,28,85.7,6,41,47,26,11,12,7,19,5
LAC,LAC @ HOU,04/23/2021,W,48,109,39,97,40.2,12,34,35.3,19,23,82.6,14,44,58,22,14,8,3,19,5
OKC,OKC vs. WAS,04/23/2021,L,48,109,39,93,41.9,10,33,30.3,21,25,84.0,14,26,40,18,17,12,7,17,-20
LAL,LAL @ DAL,04/22/2021,L,48,110,43,90,47.8,10,30,33.3,14,17,82.4,12,33,45,26,16,7,5,28,-5
NOP,NOP @ ORL,04/22/2021,W,48,135,50,90,55.6,12,28,42.9,23,26,88.5,12,46,58,34,15,2,3,16,35
CHA,CHA @ CHI,04/22/2021,L,48,91,35,82,42.7,8,31,25.8,13,17,76.5,7,31,38,30,14,5,3,18,-17
DET,DET @ SAS,04/22/2021,L,48,91,35,77,45.5,8,22,36.4,13,22,59.1,9,34,43,15,18,2,5,22,-15
